held_out,alpha,method,coverage,avg_size,target_coverage
human1,0.01,naive,0.9683116883116883,2.0903896103896105,0.99
human1,0.01,domain_clf_naive,0.9755844155844156,8.064415584415585,0.99
human1,0.01,domain_clf,0.9625974025974026,5.084675324675325,0.99
human1,0.01,structure_aware_centroid,0.9693506493506493,2.1703896103896105,0.99
human1,0.01,structure_aware_propensity,0.9703896103896104,2.244155844155844,0.99
human1,0.05,naive,0.907012987012987,1.3563636363636364,0.95
human1,0.05,domain_clf_naive,0.9667532467532467,5.367792207792208,0.95
human1,0.05,domain_clf,0.9568831168831169,3.037922077922078,0.95
human1,0.05,structure_aware_centroid,0.9116883116883117,1.3574025974025974,0.95
human1,0.05,structure_aware_propensity,0.92,1.4031168831168832,0.95
human1,0.1,naive,0.8477922077922078,1.1776623376623376,0.9
human1,0.1,domain_clf_naive,0.958961038961039,4.342337662337663,0.9
human1,0.1,domain_clf,0.8825974025974026,2.1844155844155844,0.9
human1,0.1,structure_aware_centroid,0.8581818181818182,1.191168831168831,0.9
human1,0.1,structure_aware_propensity,0.8690909090909091,1.2119480519480519,0.9
human2,0.01,naive,0.9837209302325581,2.3790697674418606,0.99
human2,0.01,domain_clf_naive,0.9953488372093023,9.905813953488373,0.99
human2,0.01,domain_clf,0.9947674418604651,8.909302325581395,0.99
human2,0.01,structure_aware_centroid,0.9854651162790697,2.4517441860465117,0.99
human2,0.01,structure_aware_propensity,0.986046511627907,2.4546511627906975,0.99
human2,0.05,naive,0.9372093023255814,1.4395348837209303,0.95
human2,0.05,domain_clf_naive,0.9430232558139535,6.964534883720931,0.95
human2,0.05,domain_clf,0.9558139534883721,5.428488372093023,0.95
human2,0.05,structure_aware_centroid,0.9331395348837209,1.4383720930232557,0.95
human2,0.05,structure_aware_propensity,0.9395348837209302,1.4627906976744185,0.95
human2,0.1,naive,0.8686046511627907,1.205232558139535,0.9
human2,0.1,domain_clf_naive,0.913953488372093,5.726744186046512,0.9
human2,0.1,domain_clf,0.9273255813953488,4.186046511627907,0.9
human2,0.1,structure_aware_centroid,0.8755813953488372,1.211046511627907,0.9
human2,0.1,structure_aware_propensity,0.8947674418604651,1.2401162790697675,0.9
human3,0.01,naive,0.9908026755852842,4.049888517279822,0.99
human3,0.01,domain_clf_naive,1.0,13.401616499442586,0.99
human3,0.01,domain_clf,1.0,12.467948717948717,0.99
human3,0.01,structure_aware_centroid,0.9913600891861761,4.04041248606466,0.99
human3,0.01,structure_aware_propensity,0.9913600891861761,4.050445930880714,0.99
human3,0.05,naive,0.9520624303232998,1.8274804905239688,0.95
human3,0.05,domain_clf_naive,1.0,12.87876254180602,0.95
human3,0.05,domain_clf,0.9994425863991081,11.170011148272017,0.95
human3,0.05,structure_aware_centroid,0.951783723522854,1.8439241917502787,0.95
human3,0.05,structure_aware_propensity,0.9481605351170569,1.839186176142698,0.95
human3,0.1,naive,0.8977146042363434,1.4247491638795986,0.9
human3,0.1,domain_clf_naive,1.0,12.515886287625419,0.9
human3,0.1,domain_clf,0.9994425863991081,10.616220735785953,0.9
human3,0.1,structure_aware_centroid,0.8977146042363434,1.431438127090301,0.9
human3,0.1,structure_aware_propensity,0.8974358974358975,1.4202898550724639,0.9
human4,0.01,naive,0.9690641918020109,2.416860015467904,0.99
human4,0.01,domain_clf_naive,0.8468677494199536,5.880123743232792,0.99
human4,0.01,domain_clf,0.8414539829853055,3.5073472544470223,0.99
human4,0.01,structure_aware_centroid,0.9698375870069605,2.45707656612529,0.99
human4,0.01,structure_aware_propensity,0.9729311678267595,2.508894044856922,0.99
human4,0.05,naive,0.9095127610208816,1.3843774168600154,0.95
human4,0.05,domain_clf_naive,0.7532869296210364,3.5243619489559164,0.95
human4,0.05,domain_clf,0.6929621036349575,1.9211136890951277,0.95
human4,0.05,structure_aware_centroid,0.9048723897911833,1.3735498839907192,0.95
human4,0.05,structure_aware_propensity,0.9110595514307811,1.4160866202629543,0.95
human4,0.1,naive,0.8538283062645011,1.163186388244393,0.9
human4,0.1,domain_clf_naive,0.720030935808198,2.62877030162413,0.9
human4,0.1,domain_clf,0.6952822892498066,1.6218097447795823,0.9
human4,0.1,structure_aware_centroid,0.8569218870843001,1.17169373549884,0.9
human4,0.1,structure_aware_propensity,0.8615622583139985,1.1817478731631863,0.9
